interaction_id,customer_id,customer_name,touchpoint,mode,interaction_type,product_id,product_name,category,personalized,recommendation_accepted,engagement_seconds,interaction_date,region
INT-000982,CUST-0084,Tracy Nelson,Mobile App,Online,Search,,,,False,False,134,2024-01-14,Asia Pacific
INT-000983,CUST-0293,Joseph Jones,Web,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,126,2024-07-19,Europe
INT-000984,CUST-0133,Neil Estes,Web,Online,Store Visit,PROD-STA-007,Paper Clips Box,Stationery,False,False,131,2024-04-05,Asia Pacific
INT-000985,CUST-0595,Ashley Moore,Email,Online,Search,PROD-ELE-005,Portable SSD,Electronics,False,False,115,2024-10-05,Europe
INT-000986,CUST-0055,Keith Brown,Mobile App,Online,Support Chat,,,,False,False,115,2024-04-15,North America
INT-000987,CUST-0422,Crystal Johnson,Web,Online,Browse,PROD-STA-006,Stapler,Stationery,True,True,117,2024-05-21,North America
INT-000988,CUST-0348,David Green,Email,Online,Recommendation Click,,,,False,False,132,2024-07-21,Asia Pacific
INT-000989,CUST-0550,Jacqueline Richardson DDS,Mobile App,Online,Recommendation Click,PROD-ELE-006,Laptop Stand,Electronics,False,False,126,2024-05-11,North America
INT-000990,CUST-0077,Jay Brown,Web,Online,Search,,,,True,False,126,2024-09-04,Europe
INT-000991,CUST-0511,Leslie Wells,Web,Online,Search,PROD-ELE-002,USB-C Hub,Electronics,True,True,112,2024-01-10,North America
INT-000992,CUST-0315,Christine Martin,Mobile App,Online,Wishlist Add,PROD-FUR-006,Office Desk,Furniture,True,False,119,2024-03-22,Europe
INT-000993,CUST-0590,Matthew Johnson,Mobile App,Online,Store Visit,PROD-STA-004,Document Folder,Stationery,False,False,128,2024-05-04,North America
INT-000994,CUST-0120,Brian Peck,Mobile App,Online,Recommendation Click,,,,True,False,119,2024-05-28,North America
INT-000995,CUST-0507,Angela Harris,Web,Online,Add To Cart,,,,False,False,115,2024-06-22,Europe
INT-000996,CUST-0575,William Campbell,Web,Online,Add To Cart,PROD-ELE-000,Wireless Mouse,Electronics,False,False,117,2024-02-04,North America
INT-000997,CUST-0486,Melanie Richardson,Web,Online,Wishlist Add,PROD-STA-007,Paper Clips Box,Stationery,True,False,143,2024-01-20,North America
INT-000998,CUST-0405,Dana Rice,Web,Online,Recommendation Click,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,115,2024-05-14,North America
INT-000999,CUST-0446,Ryan Garcia,Social Media,Online,Search,PROD-STA-003,Sticky Notes,Stationery,True,False,114,2024-01-04,Asia Pacific
INT-001000,CUST-0407,Matthew Allen,Mobile App,Online,Search,PROD-STA-002,Highlighter Set,Stationery,True,False,108,2024-02-15,North America
INT-001001,CUST-0577,Vanessa Gonzalez,Web,Online,Browse,PROD-FUR-007,Side Table,Furniture,False,False,129,2024-06-15,Asia Pacific
INT-001002,CUST-0256,Janet Morales,Web,Online,Search,,,,False,False,128,2024-05-20,Asia Pacific
INT-001003,CUST-0452,Jacqueline Fisher,Store,Offline,Search,PROD-STA-007,Paper Clips Box,Stationery,False,False,107,2024-04-04,North America
INT-001004,CUST-0281,Lisa Barry,Web,Online,Browse,,,,True,False,124,2024-02-29,North America
INT-001005,CUST-0464,Melissa Williams DDS,Web,Online,Recommendation Click,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,True,114,2024-01-02,Asia Pacific
INT-001006,CUST-0412,Brett Oliver,Web,Online,Recommendation Click,,,,False,False,116,2024-08-22,Asia Pacific
INT-001007,CUST-0475,Jennifer Gardner DDS,Mobile App,Online,Support Chat,PROD-STA-000,Notebook A5,Stationery,False,False,113,2024-05-12,North America
INT-001008,CUST-0113,Nicole Johnston,Web,Online,Browse,PROD-STA-006,Stapler,Stationery,True,False,132,2024-01-04,North America
INT-001009,CUST-0205,Jeffery Baker,Store,Offline,Recommendation Click,PROD-STA-000,Notebook A5,Stationery,False,False,116,2024-07-16,Asia Pacific
INT-001010,CUST-0131,Evan Mann,Social Media,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,119,2024-06-28,Europe
INT-001011,CUST-0544,Amber Williams,Email,Online,Browse,,,,False,False,123,2024-09-02,Europe
INT-001012,CUST-0513,Christine Watkins,Web,Online,Search,,,,False,False,119,2024-03-12,Asia Pacific
INT-001013,CUST-0292,Michael Meyer,Web,Online,Support Chat,PROD-ELE-004,Webcam 1080p,Electronics,True,False,127,2024-01-30,Europe
INT-001014,CUST-0436,Glenn Lam,Web,Online,Search,PROD-FUR-006,Office Desk,Furniture,True,False,116,2024-11-04,North America
INT-001015,CUST-0341,Matthew Adams,Web,Online,Search,,,,True,False,111,2024-02-08,Asia Pacific
INT-001016,CUST-0152,Sylvia Carrillo,Mobile App,Online,Browse,,,,True,False,103,2024-02-22,Asia Pacific
INT-001017,CUST-0169,Jeremy Harris,Web,Online,Wishlist Add,PROD-STA-003,Sticky Notes,Stationery,True,True,123,2024-07-09,North America
INT-001018,CUST-0225,Aaron Chen,Web,Online,Search,,,,True,False,122,2024-08-28,Europe
INT-001019,CUST-0211,Mary Day,Web,Online,Browse,PROD-ELE-004,Webcam 1080p,Electronics,False,False,117,2024-12-23,Asia Pacific
INT-001020,CUST-0419,Steven Morris,Web,Online,Recommendation Click,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,125,2024-09-23,Europe
INT-001021,CUST-0016,Susan Dawson,Web,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,False,False,112,2024-05-29,North America
INT-001022,CUST-0489,Allison Lopez,Call Center,Offline,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,False,False,122,2024-09-12,Asia Pacific
INT-001023,CUST-0077,Jay Brown,Social Media,Online,Browse,PROD-ELE-004,Webcam 1080p,Electronics,True,False,140,2024-09-30,North America
INT-001024,CUST-0308,Greg Ramirez,Email,Online,Recommendation Click,PROD-STA-000,Notebook A5,Stationery,False,False,122,2024-08-18,North America
INT-001025,CUST-0524,Joshua Brewer,Store,Offline,Wishlist Add,,,,False,False,125,2024-11-11,Europe
INT-001026,CUST-0181,Jacqueline Brooks,Mobile App,Online,Search,PROD-STA-006,Stapler,Stationery,True,False,125,2024-09-13,Europe
INT-001027,CUST-0213,Deborah Hanna,Web,Online,Store Visit,PROD-FUR-003,Bookshelf,Furniture,False,False,97,2024-05-27,Asia Pacific
INT-001028,CUST-0570,Patrick Leblanc,Mobile App,Online,Browse,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,132,2024-09-18,Europe
INT-001029,CUST-0123,Eugene Jones,Mobile App,Online,Search,PROD-FUR-005,Desk Lamp,Furniture,False,False,120,2024-04-12,Europe
INT-001030,CUST-0238,Abigail Norris,Mobile App,Online,Store Visit,,,,True,False,121,2024-04-19,Europe
INT-001031,CUST-0363,Tammy Jones,Web,Online,Store Visit,PROD-FUR-003,Bookshelf,Furniture,False,False,106,2024-01-14,North America
INT-001032,CUST-0107,James Hill,Mobile App,Online,Store Visit,PROD-ELE-002,USB-C Hub,Electronics,True,False,111,2024-04-10,Asia Pacific
INT-001033,CUST-0344,Shane Davenport,Store,Offline,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,True,True,116,2024-09-20,North America
INT-001034,CUST-0328,Gregory Williams,Call Center,Offline,Search,,,,True,False,124,2024-12-23,Europe
INT-001035,CUST-0151,Amy Valdez,Store,Offline,Add To Cart,,,,True,False,135,2024-09-01,Asia Pacific
INT-001036,CUST-0049,Angela James,Web,Online,Browse,,,,True,False,124,2024-03-20,North America
INT-001037,CUST-0124,Taylor Fletcher,Mobile App,Online,Wishlist Add,PROD-STA-003,Sticky Notes,Stationery,True,False,118,2024-09-21,Europe
INT-001038,CUST-0494,Angela Chung,Email,Online,Browse,PROD-FUR-005,Desk Lamp,Furniture,True,True,138,2024-11-09,Asia Pacific
INT-001039,CUST-0019,Mr. Bryan Bailey,Mobile App,Online,Browse,PROD-ELE-000,Wireless Mouse,Electronics,False,False,112,2024-01-31,Europe
INT-001040,CUST-0048,Russell Williams,Store,Offline,Store Visit,PROD-FUR-006,Office Desk,Furniture,False,False,111,2024-03-18,North America
INT-001041,CUST-0053,Mark Rivera,Social Media,Online,Store Visit,PROD-ELE-000,Wireless Mouse,Electronics,True,False,126,2024-08-06,North America
INT-001042,CUST-0099,Jill Richardson,Web,Online,Support Chat,PROD-STA-007,Paper Clips Box,Stationery,True,True,116,2024-03-03,North America
INT-001043,CUST-0312,Traci Flores,Store,Offline,Wishlist Add,PROD-STA-002,Highlighter Set,Stationery,False,False,122,2024-08-16,North America
INT-001044,CUST-0397,Julie Fritz,Email,Online,Browse,PROD-ELE-002,USB-C Hub,Electronics,True,False,96,2024-08-08,Europe
INT-001045,CUST-0086,Monica Allen,Store,Offline,Browse,,,,True,True,132,2024-05-04,North America
INT-001046,CUST-0512,Mitchell Gomez,Web,Online,Add To Cart,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,124,2024-09-22,Europe
INT-001047,CUST-0410,Tyler Spencer,Mobile App,Online,Browse,PROD-FUR-001,Monitor Arm,Furniture,False,False,109,2024-12-25,North America
INT-001048,CUST-0235,Kimberly Fleming,Web,Online,Store Visit,PROD-STA-006,Stapler,Stationery,True,False,126,2024-12-25,Europe
INT-001049,CUST-0084,Tracy Nelson,Web,Online,Browse,PROD-ELE-000,Wireless Mouse,Electronics,False,False,127,2024-09-27,North America
INT-001050,CUST-0439,Sherry Graham,Social Media,Online,Recommendation Click,,,,True,False,144,2024-12-25,Europe
INT-001051,CUST-0473,Jeffrey Copeland,Social Media,Online,Browse,PROD-ELE-007,HDMI Cable,Electronics,False,False,131,2024-01-09,North America
INT-001052,CUST-0527,Sarah Brown,Web,Online,Recommendation Click,PROD-FUR-005,Desk Lamp,Furniture,False,False,120,2024-01-11,North America
INT-001053,CUST-0300,Jessica Levine,Web,Online,Search,,,,True,False,133,2024-01-29,Asia Pacific
INT-001054,CUST-0255,Tara Stuart,Web,Online,Store Visit,PROD-STA-000,Notebook A5,Stationery,True,False,101,2024-10-04,North America
INT-001055,CUST-0483,Caitlin Gonzalez,Social Media,Online,Store Visit,PROD-FUR-004,Filing Cabinet,Furniture,False,False,140,2024-01-27,Asia Pacific
INT-001056,CUST-0241,Charles Watson,Web,Online,Add To Cart,PROD-ELE-002,USB-C Hub,Electronics,False,False,113,2024-05-28,Europe
INT-001057,CUST-0297,Erik Henderson,Web,Online,Support Chat,PROD-ELE-002,USB-C Hub,Electronics,True,True,128,2024-11-26,Asia Pacific
INT-001058,CUST-0329,Patricia Stanley,Mobile App,Online,Search,PROD-ELE-007,HDMI Cable,Electronics,True,True,114,2024-03-21,North America
INT-001059,CUST-0259,Lori Beasley,Call Center,Offline,Support Chat,,,,True,False,130,2024-08-12,Europe
INT-001060,CUST-0363,Tammy Jones,Mobile App,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,116,2024-11-28,North America
INT-001061,CUST-0482,Kimberly Wilson,Web,Online,Browse,,,,True,False,101,2024-08-23,Europe
INT-001062,CUST-0014,Michael Klein,Web,Online,Wishlist Add,PROD-STA-003,Sticky Notes,Stationery,False,False,125,2024-05-20,Europe
INT-001063,CUST-0248,Jason Gilbert,Call Center,Offline,Wishlist Add,PROD-FUR-004,Filing Cabinet,Furniture,False,False,136,2024-10-21,Asia Pacific
INT-001064,CUST-0012,David Young,Store,Offline,Search,PROD-FUR-004,Filing Cabinet,Furniture,True,False,113,2024-01-28,Europe
INT-001065,CUST-0237,Alexandra Foster,Mobile App,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,127,2024-06-16,Europe
INT-001066,CUST-0466,Jessica Roth,Web,Online,Browse,PROD-ELE-007,HDMI Cable,Electronics,True,False,125,2024-10-25,Europe
INT-001067,CUST-0359,Tracy Wells,Mobile App,Online,Wishlist Add,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,111,2024-04-16,North America
INT-001068,CUST-0021,Nathan Tucker,Web,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,95,2024-04-14,Europe
INT-001069,CUST-0117,Kelly Parker,Store,Offline,Recommendation Click,PROD-FUR-004,Filing Cabinet,Furniture,True,False,129,2024-06-07,North America
INT-001070,CUST-0228,Gary Carey,Store,Offline,Browse,PROD-ELE-004,Webcam 1080p,Electronics,True,False,135,2024-01-10,Asia Pacific
INT-001071,CUST-0108,Danielle Johnson,Email,Online,Add To Cart,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,120,2024-09-08,North America
INT-001072,CUST-0309,Jennifer Pierce,Call Center,Offline,Browse,,,,False,False,119,2024-07-05,Europe
INT-001073,CUST-0579,Lindsay Nixon,Mobile App,Online,Browse,PROD-STA-004,Document Folder,Stationery,False,False,132,2024-03-17,North America
INT-001074,CUST-0246,Shane Lopez,Mobile App,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,True,103,2024-03-30,North America
INT-001075,CUST-0367,Kristen Campos,Mobile App,Online,Add To Cart,PROD-ELE-007,HDMI Cable,Electronics,False,False,97,2024-01-22,North America
INT-001076,CUST-0054,Jessica Ramsey,Web,Online,Recommendation Click,PROD-FUR-006,Office Desk,Furniture,False,False,125,2024-09-18,North America
INT-001077,CUST-0121,Derrick Saunders,Mobile App,Online,Recommendation Click,PROD-ELE-006,Laptop Stand,Electronics,True,True,125,2024-05-09,Asia Pacific
INT-001078,CUST-0339,Melinda Smith,Web,Online,Support Chat,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,122,2024-01-03,Europe
INT-001079,CUST-0006,Robert Schmitt,Email,Online,Add To Cart,PROD-FUR-007,Side Table,Furniture,False,False,139,2024-10-18,Asia Pacific
INT-001080,CUST-0372,John Pruitt,Web,Online,Recommendation Click,,,,False,False,130,2024-08-07,Europe
INT-001081,CUST-0560,Krista Villanueva,Email,Online,Browse,PROD-FUR-005,Desk Lamp,Furniture,True,False,122,2024-05-09,Europe
INT-001082,CUST-0064,John Mcbride II,Email,Online,Browse,PROD-FUR-001,Monitor Arm,Furniture,True,False,125,2024-01-15,Europe
INT-001083,CUST-0479,Jacob Gardner,Call Center,Offline,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,113,2024-01-04,North America
INT-001084,CUST-0163,Robert Martin,Call Center,Offline,Recommendation Click,PROD-STA-006,Stapler,Stationery,False,False,114,2024-10-14,Asia Pacific
INT-001085,CUST-0119,Joseph Fox,Email,Online,Browse,PROD-STA-005,Whiteboard Marker,Stationery,False,False,131,2024-04-22,Europe
INT-001086,CUST-0408,Gregory Wilson,Mobile App,Online,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,False,False,118,2024-05-02,North America
INT-001087,CUST-0046,Glenn Adkins,Social Media,Online,Browse,PROD-STA-000,Notebook A5,Stationery,True,False,127,2024-11-17,North America
INT-001088,CUST-0590,Matthew Johnson,Web,Online,Wishlist Add,,,,False,False,104,2024-06-02,North America
INT-001089,CUST-0168,Anna Key,Web,Online,Store Visit,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,131,2024-12-16,Europe
INT-001090,CUST-0375,Brenda Collins,Web,Online,Browse,PROD-STA-000,Notebook A5,Stationery,True,False,114,2024-02-29,North America
INT-001091,CUST-0224,Anthony Johnson,Mobile App,Online,Recommendation Click,PROD-STA-003,Sticky Notes,Stationery,True,True,117,2024-01-14,Europe
INT-001092,CUST-0046,Glenn Adkins,Web,Online,Search,PROD-STA-004,Document Folder,Stationery,True,False,104,2024-07-21,Europe
INT-001093,CUST-0475,Jennifer Gardner DDS,Web,Online,Recommendation Click,PROD-FUR-003,Bookshelf,Furniture,False,False,110,2024-04-24,North America
INT-001094,CUST-0125,Dawn Rowland,Social Media,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,False,False,127,2024-08-28,Asia Pacific
INT-001095,CUST-0599,Nicholas Campos,Social Media,Online,Support Chat,PROD-ELE-007,HDMI Cable,Electronics,True,False,124,2024-07-15,Europe
INT-001096,CUST-0197,James Massey,Web,Online,Search,,,,False,False,126,2024-06-05,Europe
INT-001097,CUST-0535,Leslie Shepard,Email,Online,Browse,,,,False,False,135,2024-05-22,North America
INT-001098,CUST-0385,Jennifer Anderson,Email,Online,Browse,PROD-FUR-006,Office Desk,Furniture,False,False,110,2024-08-23,Europe
INT-001099,CUST-0314,Matthew Jones,Email,Online,Search,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,108,2024-09-29,Asia Pacific
INT-001100,CUST-0391,Kristina Johnson,Store,Offline,Add To Cart,,,,False,False,131,2024-02-18,North America
INT-001101,CUST-0395,Lori Lambert,Email,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,134,2024-10-02,North America
INT-001102,CUST-0021,Nathan Tucker,Social Media,Online,Browse,,,,False,False,141,2024-10-25,North America
INT-001103,CUST-0391,Kristina Johnson,Web,Online,Search,,,,True,False,113,2024-06-10,Asia Pacific
INT-001104,CUST-0516,Nicole Banks,Web,Online,Search,PROD-ELE-006,Laptop Stand,Electronics,True,True,110,2024-06-13,Asia Pacific
INT-001105,CUST-0174,Mckenzie Miller,Web,Online,Browse,,,,True,False,135,2024-01-05,North America
INT-001106,CUST-0158,Mr. Gregory Guerra,Mobile App,Online,Recommendation Click,,,,False,False,115,2024-03-17,Europe
INT-001107,CUST-0531,Kevin Small,Web,Online,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,117,2024-01-06,North America
INT-001108,CUST-0285,Laura Ward,Email,Online,Browse,PROD-ELE-002,USB-C Hub,Electronics,False,False,130,2024-05-04,North America
INT-001109,CUST-0212,Melissa Nash,Store,Offline,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,False,137,2024-11-18,Europe
INT-001110,CUST-0535,Leslie Shepard,Web,Online,Add To Cart,,,,True,True,126,2024-07-09,North America
INT-001111,CUST-0439,Sherry Graham,Web,Online,Wishlist Add,PROD-FUR-004,Filing Cabinet,Furniture,True,True,102,2024-03-18,Asia Pacific
INT-001112,CUST-0068,Michael Medina,Web,Online,Browse,PROD-FUR-006,Office Desk,Furniture,True,False,103,2024-12-30,North America
INT-001113,CUST-0377,Linda Grant,Email,Online,Wishlist Add,PROD-STA-004,Document Folder,Stationery,False,False,122,2024-06-27,Europe
INT-001114,CUST-0454,Jerome Wilson,Web,Online,Browse,PROD-ELE-000,Wireless Mouse,Electronics,True,False,127,2024-01-14,North America
INT-001115,CUST-0416,Kevin Craig,Web,Online,Browse,,,,False,False,125,2024-09-29,Europe
INT-001116,CUST-0443,Jonathan Johnson,Store,Offline,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,False,False,129,2024-05-12,North America
INT-001117,CUST-0373,Jeffrey Smith,Web,Online,Recommendation Click,PROD-FUR-003,Bookshelf,Furniture,True,False,113,2024-03-31,North America
INT-001118,CUST-0141,Christopher Martin,Web,Online,Search,PROD-FUR-004,Filing Cabinet,Furniture,True,False,138,2024-05-22,Europe
INT-001119,CUST-0148,Brian Landry,Store,Offline,Search,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,99,2024-11-02,Asia Pacific
INT-001120,CUST-0180,Carolyn Torres,Mobile App,Online,Search,,,,True,False,133,2024-04-18,North America
INT-001121,CUST-0212,Melissa Nash,Web,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,False,False,126,2024-01-17,Europe
INT-001122,CUST-0198,Stephanie Smith,Mobile App,Online,Store Visit,,,,False,False,120,2024-03-08,North America
INT-001123,CUST-0517,Garrett Robertson,Web,Online,Recommendation Click,PROD-STA-000,Notebook A5,Stationery,False,False,128,2024-04-10,Asia Pacific
INT-001124,CUST-0349,Lindsay Anderson,Social Media,Online,Browse,PROD-FUR-006,Office Desk,Furniture,False,False,123,2024-07-19,Europe
INT-001125,CUST-0034,Julia Olson,Web,Online,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,False,False,133,2024-02-19,North America
INT-001126,CUST-0305,Erika Patterson,Social Media,Online,Search,PROD-FUR-004,Filing Cabinet,Furniture,False,False,110,2024-03-22,Asia Pacific
INT-001127,CUST-0112,Kayla Barnes,Web,Online,Browse,PROD-FUR-005,Desk Lamp,Furniture,False,False,122,2024-06-22,North America
INT-001128,CUST-0113,Nicole Johnston,Social Media,Online,Add To Cart,PROD-ELE-006,Laptop Stand,Electronics,False,False,159,2024-09-19,Asia Pacific
INT-001129,CUST-0280,Erik Duncan,Social Media,Online,Search,PROD-STA-005,Whiteboard Marker,Stationery,True,False,112,2024-04-04,Asia Pacific
INT-001130,CUST-0336,Kevin Martin,Store,Offline,Search,PROD-ELE-007,HDMI Cable,Electronics,False,False,127,2024-08-29,Europe
INT-001131,CUST-0317,Perry Brooks,Mobile App,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,118,2024-01-22,Europe
INT-001132,CUST-0592,Joy Kelly,Web,Online,Browse,PROD-ELE-007,HDMI Cable,Electronics,False,False,122,2024-09-22,North America
INT-001133,CUST-0297,Erik Henderson,Mobile App,Online,Browse,PROD-STA-006,Stapler,Stationery,False,False,129,2024-02-09,Europe
INT-001134,CUST-0381,Ryan Charles,Store,Offline,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,122,2024-12-07,North America
INT-001135,CUST-0364,Matthew Taylor,Mobile App,Online,Browse,,,,False,False,107,2024-11-25,North America
INT-001136,CUST-0057,Sarah Delgado,Mobile App,Online,Browse,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,112,2024-10-04,North America
INT-001137,CUST-0013,Cameron Wise,Web,Online,Add To Cart,,,,False,False,101,2024-05-05,North America
INT-001138,CUST-0435,Kristie Brown,Web,Online,Browse,PROD-FUR-007,Side Table,Furniture,False,False,104,2024-08-13,North America
INT-001139,CUST-0493,Michael Whitney,Mobile App,Online,Add To Cart,PROD-STA-007,Paper Clips Box,Stationery,False,False,111,2024-07-12,North America
INT-001140,CUST-0550,Jacqueline Richardson DDS,Mobile App,Online,Search,,,,False,False,121,2024-09-12,North America
INT-001141,CUST-0508,Brandon Pierce,Web,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,109,2024-11-23,North America
INT-001142,CUST-0548,Maria Allen,Call Center,Offline,Add To Cart,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,125,2024-07-18,North America
INT-001143,CUST-0423,Erica Martinez,Web,Online,Support Chat,PROD-ELE-007,HDMI Cable,Electronics,True,True,122,2024-06-20,North America
INT-001144,CUST-0294,Isaac Martinez,Email,Online,Search,PROD-STA-003,Sticky Notes,Stationery,True,False,157,2024-05-25,North America
INT-001145,CUST-0477,Anthony Rodriguez,Store,Offline,Browse,PROD-ELE-006,Laptop Stand,Electronics,False,False,124,2024-01-26,Europe
INT-001146,CUST-0487,Timothy Osborne,Mobile App,Online,Store Visit,,,,True,False,125,2024-11-25,North America
INT-001147,CUST-0472,John Stevenson,Mobile App,Online,Browse,,,,False,False,123,2024-08-13,North America
INT-001148,CUST-0249,Robert King,Web,Online,Recommendation Click,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,108,2024-05-06,Europe
INT-001149,CUST-0392,April Bridges,Mobile App,Online,Store Visit,,,,True,False,136,2024-09-22,Asia Pacific
INT-001150,CUST-0577,Vanessa Gonzalez,Store,Offline,Browse,PROD-FUR-006,Office Desk,Furniture,True,False,107,2024-01-24,Europe
INT-001151,CUST-0241,Charles Watson,Store,Offline,Recommendation Click,,,,False,False,107,2024-12-16,Europe
INT-001152,CUST-0036,Roger Bennett,Web,Online,Recommendation Click,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,139,2024-03-19,Europe
INT-001153,CUST-0556,Michael Hill,Web,Online,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,False,False,133,2024-01-27,Asia Pacific
INT-001154,CUST-0406,Elizabeth Blake,Mobile App,Online,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,True,False,114,2024-06-18,North America
INT-001155,CUST-0341,Matthew Adams,Mobile App,Online,Search,,,,False,False,129,2024-01-21,North America
INT-001156,CUST-0156,Laura Smith,Web,Online,Recommendation Click,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,123,2024-06-20,North America
INT-001157,CUST-0112,Kayla Barnes,Web,Online,Add To Cart,PROD-FUR-003,Bookshelf,Furniture,True,False,119,2024-04-21,North America
INT-001158,CUST-0283,Jason Winters,Web,Online,Support Chat,,,,False,False,130,2024-09-01,Europe
INT-001159,CUST-0071,Traci Martin,Mobile App,Online,Store Visit,,,,True,True,135,2024-07-06,Asia Pacific
INT-001160,CUST-0350,John Phillips,Mobile App,Online,Search,,,,False,False,119,2024-08-05,Europe
INT-001161,CUST-0544,Amber Williams,Mobile App,Online,Search,PROD-FUR-001,Monitor Arm,Furniture,False,False,123,2024-01-24,Europe
INT-001162,CUST-0025,Tara Kidd,Web,Online,Store Visit,PROD-STA-007,Paper Clips Box,Stationery,False,False,136,2024-11-25,Europe
INT-001163,CUST-0185,Miguel Garcia,Store,Offline,Recommendation Click,,,,False,False,114,2024-07-06,Europe
INT-001164,CUST-0489,Allison Lopez,Web,Online,Browse,PROD-ELE-005,Portable SSD,Electronics,True,False,112,2024-10-25,Europe
INT-001165,CUST-0365,Tracy Roy,Call Center,Offline,Search,,,,False,False,130,2024-02-18,North America
INT-001166,CUST-0069,Amy Lewis,Store,Offline,Browse,PROD-ELE-004,Webcam 1080p,Electronics,True,False,113,2024-06-13,North America
INT-001167,CUST-0569,Katherine Nelson,Mobile App,Online,Search,PROD-STA-003,Sticky Notes,Stationery,False,False,132,2024-06-05,Europe
INT-001168,CUST-0122,Michael Powers,Email,Online,Wishlist Add,,,,False,False,120,2024-10-30,Europe
INT-001169,CUST-0299,Jeffrey Harrison,Web,Online,Recommendation Click,PROD-STA-003,Sticky Notes,Stationery,False,False,133,2024-10-13,North America
INT-001170,CUST-0244,Eric Miller,Web,Online,Wishlist Add,PROD-STA-005,Whiteboard Marker,Stationery,False,False,125,2024-12-24,North America
INT-001171,CUST-0490,Rebecca Flores,Email,Online,Search,PROD-ELE-004,Webcam 1080p,Electronics,True,False,129,2024-05-21,North America
INT-001172,CUST-0338,Victor Thomas,Web,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,False,False,127,2024-12-27,North America
INT-001173,CUST-0342,Jacqueline Church,Call Center,Offline,Support Chat,,,,False,False,112,2024-01-13,Europe
INT-001174,CUST-0399,Noah Martin,Mobile App,Online,Search,,,,False,False,129,2024-05-18,Europe
INT-001175,CUST-0232,Marie Burns,Mobile App,Online,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,108,2024-07-07,North America
INT-001176,CUST-0279,Joseph Lambert,Email,Online,Search,,,,True,False,110,2024-01-17,Asia Pacific
INT-001177,CUST-0381,Ryan Charles,Web,Online,Browse,,,,False,False,117,2024-09-23,North America
INT-001178,CUST-0089,James Rhodes,Web,Online,Support Chat,,,,False,False,119,2024-08-06,North America
INT-001179,CUST-0155,Allen Ramirez,Web,Online,Store Visit,,,,True,True,131,2024-12-05,Asia Pacific
INT-001180,CUST-0581,Michael Reeves,Web,Online,Add To Cart,PROD-ELE-006,Laptop Stand,Electronics,False,False,103,2024-12-10,North America
INT-001181,CUST-0316,Jessica Wilson,Mobile App,Online,Browse,PROD-STA-006,Stapler,Stationery,True,True,141,2024-06-08,Europe
INT-001182,CUST-0351,Stacey Newman,Web,Online,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,False,False,112,2024-09-29,North America
INT-001183,CUST-0351,Stacey Newman,Social Media,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,False,False,126,2024-12-05,North America
INT-001184,CUST-0366,Garrett Garrison,Mobile App,Online,Recommendation Click,PROD-ELE-004,Webcam 1080p,Electronics,True,True,115,2024-09-07,North America
